"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testing Flight Searching Feature For Agoda.","35970","Search a flight","Tests for web interface","Thu Jan 09 23:30:36 UTC 2025","passed","Thu Jan 09 23:31:12 UTC 2025","","Agoda Flight Booking Feature","",""
